wallet_address,status,total_pnl_usd,realized_pnl_usd,unrealized_pnl_usd,total_trades,winning_trades,losing_trades,win_rate,total_volume_usd,total_fees_usd,first_trade_time,last_trade_time,error_message
9WzDXwBbmkg8ZTbNMqUxvQRAyrZzDsGYdLVL9zYtAWWM,success,0.000000000,0,0.000000000,6,0,0,0.00%,0.00,0,,,
